freq,resp
20.0,-3.7014351259220977
20.2,-3.9748512127036832
20.4,-3.602597630453296
20.61,-3.4403879361171263
20.81,-3.4013461892412487
21.02,-3.5139921746797746
21.23,-3.20816612562985
21.44,-3.239991648366523
21.66,-3.0328616848581245
21.87,-3.0381428085493702
22.09,-3.1934670144550577
22.31,-2.7094857023333354
22.54,-2.8446307161110997
22.76,-2.6042755917209686
22.99,-2.7683019900275543
23.22,-2.9943151380056214
23.45,-2.73436223691521
23.69,-2.656765781097155
23.92,-2.53415438197519
24.16,-2.8251394986119234
24.4,-2.4806047806829827
24.65,-2.538689331343937
24.89,-2.3675343164901044
25.14,-2.619476410864671
25.39,-2.411271591950497
25.65,-2.278629461585181
25.91,-1.9963365941920568
26.16,-2.5329046511992104
26.43,-2.2484376361803218
26.69,-2.0670739359805896
26.96,-1.8741629193992715
27.23,-2.0263131487830712
27.5,-2.1932185507013813
27.77,-1.9976361632892985
28.05,-1.2799576694147667
28.33,-2.0863530528549177
28.62,-1.5381314662019498
28.9,-1.5944445665136406
29.19,-1.5876130051529138
29.48,-1.6561300282912725
29.78,-1.4787007087397974
30.08,-1.5636888414461367
30.38,-1.3612846148351707
30.68,-1.174222911436079
30.99,-1.1109380010777699
31.3,-1.2258519884632406
31.61,-1.0088073659915864
31.93,-1.1768578009576558
32.24,-0.9807442468005512
32.57,-0.8950969745212269
32.89,-0.7602612126403283
33.22,-0.9002809813984118
33.55,-0.6976467153886006
33.89,-0.8235361822389979
34.23,-0.48095324791239946
34.57,-0.4849687528310884
34.92,-0.6128303371719745
35.27,-0.514745399206781
35.62,-0.3847431429818009
35.97,-0.49155743861198786
36.33,-0.3681855948540971
36.7,-0.4851431787608842
37.06,-0.43706190986481985
37.43,-0.37080338054742157
37.81,-0.2851094564686072
38.19,-0.20607792729681584
38.57,-0.06514174384995286
38.95,-0.10033766594625249
39.34,-0.005808269119981446
39.74,0.06077366749082458
40.14,-0.02384518603452257
40.54,0.2171291579407324
40.94,0.2534305363053715
41.35,0.15439023749085656
41.76,0.11818639442288514
42.18,0.203201463670851
42.6,0.41007057702339367
43.03,0.38570257155933874
43.46,0.3254368367339815
43.9,0.2802401334885438
44.33,0.4491296538430767
44.78,0.45454545467868357
45.23,0.45520417309755956
45.68,0.6586345273105536
