freq,resp
20.0,-11.637474591129834
20.2,-10.739427350023718
20.4,-11.408055748997661
20.61,-9.72878156387192
20.81,-9.90980270983448
21.02,-10.463788283245552
21.23,-9.438112056235049
21.44,-9.725578422311083
21.66,-10.238849010395333
21.87,-10.26616298113406
22.09,-9.78678045051951
22.31,-11.09220565331924
22.54,-9.705404733867875
22.76,-10.666298348173477
22.99,-9.669654646684817
23.22,-9.162960750850534
23.45,-9.399228028060106
23.69,-9.545987957594647
23.92,-9.23793300751425
24.16,-9.991856635627569
24.4,-9.496064881641749
24.65,-10.905409028017907
24.89,-10.985489943078004
25.14,-9.117717409437859
25.39,-9.352149616414266
25.65,-8.468876175623961
25.91,-9.664105230161908
26.16,-10.507725149914169
26.43,-9.987341864968998
26.69,-10.770876113539742
26.96,-8.803331524653348
27.23,-9.52203889781253
27.5,-9.443391607705266
27.77,-9.604252360327596
28.05,-9.108166590710656
28.33,-8.341222783120473
28.62,-10.339245712451524
28.9,-8.317101011696659
29.19,-9.198095389388369
29.48,-9.764302283800776
29.78,-7.987362039779822
30.08,-8.91433504243859
30.38,-10.222520164574043
30.68,-9.771023116118217
30.99,-9.5749023417624
31.3,-7.864345338354466
31.61,-8.774874911962144
31.93,-8.310998878562145
32.24,-8.943902157928084
32.57,-8.81114238633907
32.89,-9.12499762981067
33.22,-8.892003102209541
33.55,-7.94910252594611
33.89,-7.988402002206299
34.23,-8.124422654734623
34.57,-7.6454408974576875
34.92,-8.293242681760624
35.27,-8.050557661635693
35.62,-7.826859163943341
35.97,-8.708977719028313
36.33,-7.827806567442896
36.7,-7.5726858777697865
37.06,-7.807242512374704
37.43,-7.951672543583747
37.81,-8.018345509311622
38.19,-7.374677309665129
38.57,-7.150918200542605
38.95,-7.1199262044372205
39.34,-7.54343249321791
39.74,-7.1970276232598245
40.14,-7.110132952675589
40.54,-7.262295368800418
40.94,-6.618106804826306
41.35,-7.422109513089251
41.76,-7.1701289326750315
42.18,-7.211663316825161
42.6,-6.879068561942351
43.03,-6.821821915698789
43.46,-6.8609682020446305
43.9,-7.00452231320391
44.33,-6.546770163306564
44.78,-6.4886545147455275
45.23,-5.967441062967728
45.68,-6.130041384304918
46.13,-6.217756596072675
46.6,-6.295028314090562
47.06,-6.30057384872255
47.53,-6.069161999001439
48.01,-5.845132845443611
48.49,-5.975728452345184
48.97,-5.767746500959234
49.46,-5.867135746600455
49.96,-5.3304797216523685
50.46,-5.881562497568105
50.96,-5.582929319166442
51.47,-5.708459628633219
51.99,-5.530776870925479
52.51,-4.968519579610659
53.03,-5.167136288473323
53.56,-5.095977526926224
54.1,-4.865219458682299
54.64,-4.869073218683019
55.18,-4.80110152733082
55.74,-4.807378757402379
56.29,-4.5388671421576685
56.86,-4.5131962762265925
57.42,-4.724341260264054
58.0,-4.517169921393112
58.58,-4.433514361790312
59.16,-4.383113040192237
59.76,-4.254429796024761
60.35,-4.29268042452039
60.96,-4.114249346145152
61.57,-4.239429574357485
62.18,-4.131966862190595
62.8,-3.7830707917251125
63.43,-4.034622501790935
64.07,-4.073551496970384
64.71,-3.9912091205311055
65.35,-3.9320128604831996
66.01,-3.6799508498008464
66.67,-3.6246740386650593
67.33,-3.735575117007886
68.01,-3.491246653173798
68.69,-3.516779643104326
69.37,-3.5079946198163485
70.07,-3.4891399325771317
70.77,-3.37064708908796
71.48,-3.3098217772323197
72.19,-3.2114551201329515
72.91,-3.3052070727932676
73.64,-3.2194406194050167
74.38,-3.146467207539972
75.12,-3.1528356677134983
75.87,-3.0982821667445446
76.63,-2.9720053714674197
77.4,-3.0063656816121487
78.17,-2.936226169479502
78.95,-2.8185611014750283
79.74,-2.8698003337656406
80.54,-2.818371461086702
81.35,-2.923550353705904
82.16,-2.8783025901823525
82.98,-2.8582120422638972
83.81,-2.7971616908014827
84.65,-2.742699409133886
85.5,-2.7986867545178633
86.35,-2.807303603809096
87.22,-2.8764541777861865
88.09,-2.6953524815016117
88.97,-2.7974964150124837
89.86,-2.8327381735910393
90.76,-2.840726792140682
91.66,-2.7704702897264646
92.58,-2.786033277587089
93.51,-2.8634269758613033
94.44,-2.7415310397624566
95.39,-2.829963609810706
96.34,-2.8943940524296714
97.3,-2.88007503668625
98.28,-2.78237508761387
99.26,-2.8298474849434943
100.25,-2.8344414222484033
101.25,-2.965254723484371
102.27,-2.9049125080802245
103.29,-2.9303173091273926
104.32,-2.8839902277448655
105.37,-3.0046027445366033
106.42,-3.010038914239347
107.48,-3.023154900218584
108.56,-3.0766902404585394
109.64,-3.1745487928964113
110.74,-3.189072732324572
111.85,-3.166741358479557
112.97,-3.2278685607074706
114.1,-3.358307842020297
115.24,-3.2439451116461626
116.39,-3.3473313846312385
117.55,-3.4698286880293647
118.73,-3.450209184078978
119.92,-3.5640064859426452
121.12,-3.4991104698618063
122.33,-3.623262891343983
123.55,-3.7117250865118923
124.79,-3.778688294960296
126.03,-3.7553029092849215
127.29,-3.778108803674211
128.57,-3.8053484797607444
129.85,-3.9808886182435304
131.15,-4.003338064297607
132.46,-4.090919898683946
133.79,-4.02686882286633
135.12,-4.2737730785601356
136.48,-4.31874746607791
137.84,-4.406019650948264
139.22,-4.4688648477087245
140.61,-4.375508201428728
142.02,-4.670188664234596
143.44,-4.676527401936955
144.87,-4.608968896341403
146.32,-4.708451240565971
147.78,-4.8227889771631665
149.26,-4.869960192030532
150.75,-4.8438485771364785
152.26,-4.857191255714707
153.78,-5.070428481030776
155.32,-5.084667106053939
156.88,-5.1703272676102845
158.44,-5.240540741564882
160.03,-5.260521907299742
161.63,-5.3263174697425715
163.24,-5.366271165912632
164.88,-5.520160622159564
166.53,-5.562424440263644
168.19,-5.565795963308614
169.87,-5.546074182561357
171.57,-5.881796601288016
173.29,-5.71111827347592
175.02,-5.861105692323237
176.77,-5.958037307719127
178.54,-6.04985833527761
180.32,-5.990484619380479
182.13,-6.107983669009151
183.95,-6.179723939048636
185.79,-6.346627942963022
187.65,-6.3821708377164335
189.52,-6.392854988632549
191.42,-6.460612710200036
193.33,-6.482747559884044
195.27,-6.718893095327295
197.22,-6.644204524204533
199.19,-6.724407435293557
201.18,-6.762166608903229
203.19,-6.815400435051652
205.23,-7.111286440151734
207.28,-7.066094154339987
209.35,-7.284902135626413
211.44,-7.256195325602033
213.56,-7.447393518962622
215.69,-7.246385550128839
217.85,-7.5423499475042135
220.03,-7.648718456939273
222.23,-7.695503426767761
224.45,-7.699683941266127
226.7,-7.860312005795987
228.96,-7.6606047674416065
231.25,-7.810863982766342
233.57,-8.16360508025655
235.9,-7.845280549104608
238.26,-8.186709574897751
240.64,-8.241333795911146
243.05,-7.988556390480655
245.48,-8.144741213983052
247.93,-8.315234540798489
250.41,-8.72281706166554
252.92,-8.75297014648211
255.45,-8.574815797734857
258.0,-8.782293400106765
260.58,-9.111720248747874
263.19,-9.316348163249739
265.82,-8.67554658866861
268.48,-9.252114035235083
271.16,-9.483537738654192
273.87,-9.123116630545393
276.61,-9.292375360958554
279.38,-9.320552205592719
282.17,-9.037106857198657
284.99,-8.945669936206999
287.84,-9.015060415372274
290.72,-9.885532213525307
