freq,resp
20.0,-3.268830378228434
20.2,-2.823915244870795
20.4,-2.9718327136840665
20.61,-2.145695270301494
20.81,-2.7172174462516248
21.02,-2.502338804212502
21.23,-2.609387397153661
21.44,-2.1866416582239845
21.66,-2.6536108501418214
21.87,-3.0261670347348764
22.09,-2.7186770788576062
22.31,-2.8009008676497382
22.54,-2.739842742530297
22.76,-2.510993171590431
22.99,-2.2246584219002115
23.22,-2.2022275836049143
23.45,-1.9922508076676593
23.69,-1.70074319444395
23.92,-2.459153236880592
24.16,-2.171351386755793
24.4,-1.8293669346345744
24.65,-1.9159658140122762
24.89,-1.5961447417057784
25.14,-1.701938723353873
25.39,-2.167759844641118
25.65,-1.8446952310325226
25.91,-1.5189605226673653
26.16,-2.1303496557731743
26.43,-1.9022730856199823
26.69,-1.651696520546757
26.96,-1.720727670607265
27.23,-1.7175190061738634
27.5,-1.701493977237301
27.77,-1.7122462237482319
28.05,-1.5219675580866454
28.33,-1.5271265181967442
28.62,-1.9233598103957172
28.9,-1.2179713759667052
29.19,-1.003369189382565
29.48,-1.4373069740191555
29.78,-1.3605550069079504
30.08,-1.140110535159323
30.38,-1.2658858739132812
30.68,-1.0766184178278912
30.99,-1.1476049464367746
31.3,-1.0266726807883702
31.61,-0.9511527269791111
31.93,-1.111160464656745
32.24,-0.8487232968437448
32.57,-0.7597030335654278
32.89,-0.7841145815700488
33.22,-0.9937774059349316
33.55,-0.8099171695484246
33.89,-0.53736335500016
34.23,-0.7407796906215873
34.57,-0.4467806230709437
34.92,-0.5426159204211993
35.27,-0.6705159107152481
35.62,-0.45909306935041894
35.97,0.0757067223280421
36.33,-0.6411728909647039
36.7,-0.19876279914766037
37.06,-0.2576153425222314
37.43,-0.2571561005283831
37.81,-0.33385387545887557
38.19,-0.10963344360558569
38.57,-0.17742206409984096
38.95,-0.43343501334025003
39.34,-0.30054927861030833
39.74,0.061320942231027686
40.14,0.38986969366310387
40.54,0.2960706170607521
40.94,-0.04222579256211034
41.35,0.010886817406444926
41.76,-0.08087234806423282
42.18,0.31521177184778804
42.6,0.40493878856966514
43.03,0.5216140173367672
43.46,0.41087261178926315
43.9,0.4026995545136698
44.33,0.2977357105411338
44.78,0.47262917039176866
45.23,0.32932660726183993
45.68,0.5805490978188663
46.13,0.5824524017846491
46.6,0.563216432413193
47.06,0.710094696677765
47.53,0.7900355662350753
48.01,0.7217353076821871
48.49,1.0454840499097324
48.97,0.8369876986150482
49.46,0.7264928517910461
49.96,0.9508403814269348
50.46,0.7555478795426689
50.96,0.9391152590284362
51.47,1.0104521066963086
51.99,1.1040889985518456
52.51,0.9847822818237058
53.03,1.174700220402257
53.56,1.2261428675261792
54.1,1.1958864048166502
54.64,1.2098480906857292
55.18,1.1111937353379409
55.74,1.3030137541765745
56.29,1.2464669692137624
56.86,1.3675649430436705
57.42,1.2946566855768955
58.0,1.4677150131711807
58.58,1.476341140447583
59.16,1.4014448680836962
59.76,1.4545842366876043
60.35,1.542192433520733
60.96,1.6980122645344986
61.57,1.663314996999584
62.18,1.6646451738834385
62.8,1.5722243731515357
63.43,1.5731788550528103
64.07,1.6601552630947642
64.71,1.7761274332499726
65.35,1.7040649267149819
66.01,1.8482752662399973
66.67,1.8304945382623403
67.33,1.6561516677086656
68.01,1.8607475606773187
68.69,1.8980336199101862
69.37,1.8707905960686668
70.07,1.9432202948987056
70.77,1.9872621445336174
71.48,1.9725987036259438
72.19,2.0091654182494816
72.91,2.123640233560617
73.64,2.062383179462258
74.38,2.0907362546991104
75.12,2.098096938770296
75.87,2.129940682053454
76.63,2.1936024049617098
77.4,2.158067934597688
78.17,2.2417974621969234
78.95,2.2533944535495847
79.74,2.2228125789644073
80.54,2.2733240481704646
81.35,2.2833679908228133
82.16,2.382980433364156
82.98,2.2778445438671318
83.81,2.376727172770976
84.65,2.4147395666434823
85.5,2.353188047834972
86.35,2.3662675605574846
87.22,2.4881733956499046
88.09,2.5017521943091685
88.97,2.4824616105308133
89.86,2.4954831970760614
90.76,2.4876140400572586
91.66,2.5041482531059893
92.58,2.5461850068138814
93.51,2.53074259761945
94.44,2.626423713186557
95.39,2.5540240937735232
96.34,2.6129174741871095
97.3,2.62260114329258
98.28,2.640948602525248
99.26,2.6630533053200667
100.25,2.6948170733901966
101.25,2.6921707548591405
102.27,2.680042665861664
103.29,2.704921707369727
104.32,2.6832138104697885
105.37,2.7355644335601346
106.42,2.7035932978439012
107.48,2.736090745999248
108.56,2.8041151154987416
109.64,2.7565380783398785
110.74,2.7815770921644782
111.85,2.780785355281286
112.97,2.8082840176957715
114.1,2.7993978963257478
115.24,2.7737521375439433
116.39,2.78370560199071
117.55,2.843495266680944
118.73,2.834506359373111
119.92,2.821832510026282
121.12,2.8648608924690953
122.33,2.843224966061652
123.55,2.8345516463266636
124.79,2.857873408025527
126.03,2.8963475717609475
127.29,2.8561561924036427
128.57,2.869344510654172
129.85,2.8717868561547837
131.15,2.8873638313971144
132.46,2.89811098066125
133.79,2.8688179016840794
135.12,2.9075752625949436
136.48,2.9027018835339744
137.84,2.8965145651052344
139.22,2.898101325387967
140.61,2.9203925692153065
142.02,2.891452330007268
143.44,2.8813493247345745
144.87,2.847602026650134
146.32,2.8794644591014
147.78,2.8400041829110974
149.26,2.834070883793978
150.75,2.8602800059284172
152.26,2.835730247387029
153.78,2.821644495253916
155.32,2.8147257460406676
156.88,2.806528013318119
158.44,2.791024469560184
160.03,2.7934189332432835
161.63,2.80173663477816
163.24,2.782931438695482
164.88,2.7264102559334473
166.53,2.7783737683459764
